Database	Gene	Serotype	Identity	Template / HSP length	Contig	Position in contig	Accession number	SRR6875375
O_type	wzx	O83	100.0	1399 / 1443	contig00002 len=394581 cov=27.8 corr=0 origname=NODE_2_length_394581_cov_27.763103_pilon sw=shovill-spades/1.0.9 date=20210126	393183..394581	AB812035	SRR10963348
O_type	wzy	O83	100.0	1236 / 1236	contig00056 len=2846 cov=3.9 corr=0 origname=NODE_56_length_2846_cov_3.949246_pilon sw=shovill-spades/1.0.9 date=20210126	66..1301	AB812035	SRR10963348
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=620969 cov=25.7 corr=0 origname=NODE_2_length_620969_cov_25.742245_pilon sw=shovill-spades/1.0.9 date=20210126	598109..599776	CP000247	I53
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=620969 cov=25.7 corr=0 origname=NODE_2_length_620969_cov_25.742245_pilon sw=shovill-spades/1.0.9 date=20210126	429275..430717	AB812035	I53
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=467333 cov=21.7 corr=0 origname=NODE_2_length_467333_cov_21.660743_pilon sw=shovill-spades/1.0.9 date=20210127	416677..418344	CP000247	SRR7500732
O_type	wzx	O83	100.0	1443 / 1443	contig00003 len=438975 cov=22.4 corr=0 origname=NODE_3_length_438975_cov_22.383108_pilon sw=shovill-spades/1.0.9 date=20210127	100243..101685	AB812035	SRR7500732
H_type	fliC	H31	100.0	1668 / 1668	contig00010 len=202793 cov=34.2 corr=0 origname=NODE_10_length_202793_cov_34.196295_pilon sw=shovill-spades/1.0.9 date=20210125	181937..183604	CP000247	SRR11668367
O_type	wzx	O4	99.92	1239 / 1239	contig00002 len=409042 cov=33.0 corr=0 origname=NODE_2_length_409042_cov_32.965709_pilon sw=shovill-spades/1.0.9 date=20210125	395354..396592	AY568960	SRR11668367
O_type	wzy	O4	100.0	1188 / 1188	contig00002 len=409042 cov=33.0 corr=0 origname=NODE_2_length_409042_cov_32.965709_pilon sw=shovill-spades/1.0.9 date=20210125	397488..398675	AY568960	SRR11668367
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1180569 cov=28.6 corr=0 origname=NODE_1_length_1180569_cov_28.558465_pilon sw=shovill-spades/1.0.9 date=20210126	750927..752594	CP000247	MVAST5551
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1180569 cov=28.6 corr=0 origname=NODE_1_length_1180569_cov_28.558465_pilon sw=shovill-spades/1.0.9 date=20210126	582061..583503	AB812035	MVAST5551
H_type	fliC	H31	100.0	1668 / 1668	contig00004 len=346197 cov=27.1 corr=0 origname=NODE_4_length_346197_cov_27.127601_pilon sw=shovill-spades/1.0.9 date=20210126	135997..137664	CP000247	MVC18
O_type	wzx	O83	100.0	1443 / 1443	contig00004 len=346197 cov=27.1 corr=0 origname=NODE_4_length_346197_cov_27.127601_pilon sw=shovill-spades/1.0.9 date=20210126	305095..306537	AB812035	MVC18
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=393851 cov=31.3 corr=0 origname=NODE_2_length_393851_cov_31.346573_pilon sw=shovill-spades/1.0.9 date=20210126	7279..8946	CP000247	SRR8728083
O_type	wzx	O83	100.0	1443 / 1443	contig00003 len=355964 cov=34.3 corr=0 origname=NODE_3_length_355964_cov_34.293047_pilon sw=shovill-spades/1.0.9 date=20210126	354291..355733	AB812035	SRR8728083
O_type	wzy	O83	99.7	1015 / 1236	contig00040 len=2746 cov=2.0 corr=0 origname=NODE_40_length_2746_cov_2.029782_pilon sw=shovill-spades/1.0.9 date=20210126	1..1015	AB812035	SRR8728083
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1222825 cov=11.2 corr=0 origname=NODE_1_length_1222825_cov_11.226623_pilon sw=shovill-spades/1.0.9 date=20210127	427980..429647	CP000247	SRR12845309
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1222825 cov=11.2 corr=0 origname=NODE_1_length_1222825_cov_11.226623_pilon sw=shovill-spades/1.0.9 date=20210127	597024..598466	AB812035	SRR12845309
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1227182 cov=28.3 corr=0 origname=NODE_1_length_1227182_cov_28.342928_pilon sw=shovill-spades/1.0.9 date=20210126	797861..799528	CP000247	MVC422
O_type	wzx	O4	100.0	1239 / 1239	contig00001 len=1227182 cov=28.3 corr=0 origname=NODE_1_length_1227182_cov_28.342928_pilon sw=shovill-spades/1.0.9 date=20210126	624621..625859	AY568960	MVC422
O_type	wzy	O4	100.0	1188 / 1188	contig00001 len=1227182 cov=28.3 corr=0 origname=NODE_1_length_1227182_cov_28.342928_pilon sw=shovill-spades/1.0.9 date=20210126	626755..627942	AY568960	MVC422
H_type	fliC	H14	96.79	1653 / 1653	contig00002 len=502107 cov=27.0 corr=0 origname=NODE_2_length_502107_cov_27.008179_pilon sw=shovill-spades/1.0.9 date=20210127	107421..109073	AY249998	SD_3_B9
O_type	wzx	O21	99.92	1236 / 1236	contig00003 len=462729 cov=28.7 corr=0 origname=NODE_3_length_462729_cov_28.712091_pilon sw=shovill-spades/1.0.9 date=20210127	31088..32323	EU694098	SD_3_B9
O_type	wzy	O21	100.0	1083 / 1083	contig00003 len=462729 cov=28.7 corr=0 origname=NODE_3_length_462729_cov_28.712091_pilon sw=shovill-spades/1.0.9 date=20210127	27717..28799	EU694098	SD_3_B9
H_type	fliC	H31	99.94	1668 / 1668	contig00008 len=195537 cov=27.9 corr=0 origname=NODE_8_length_195537_cov_27.855388_pilon sw=shovill-spades/1.0.9 date=20210126	174383..176050	CP000247	MVC95
O_type	wzx	O83	100.0	1443 / 1443	contig00008 len=195537 cov=27.9 corr=0 origname=NODE_8_length_195537_cov_27.855388_pilon sw=shovill-spades/1.0.9 date=20210126	5504..6946	AB812035	MVC95
O_type	wzy	O83	100.0	1236 / 1236	contig00008 len=195537 cov=27.9 corr=0 origname=NODE_8_length_195537_cov_27.855388_pilon sw=shovill-spades/1.0.9 date=20210126	6943..8178	AB812035	MVC95
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=611469 cov=24.2 corr=0 origname=NODE_2_length_611469_cov_24.246471_pilon sw=shovill-spades/1.0.9 date=20210126	181987..183654	CP000247	M17
O_type	wzx	O4	99.92	1239 / 1239	contig00003 len=491609 cov=26.6 corr=0 origname=NODE_3_length_491609_cov_26.578710_pilon sw=shovill-spades/1.0.9 date=20210126	57837..59075	AY568960	M17
O_type	wzy	O4	100.0	1188 / 1188	contig00003 len=491609 cov=26.6 corr=0 origname=NODE_3_length_491609_cov_26.578710_pilon sw=shovill-spades/1.0.9 date=20210126	55754..56941	AY568960	M17
H_type	fliC	H31	100.0	1668 / 1668	contig00010 len=199648 cov=8.2 corr=0 origname=NODE_10_length_199648_cov_8.228057_pilon sw=shovill-spades/1.0.9 date=20210127	58127..59794	CP000247	SRR7304399
O_type	wzy	O18	100.0	1191 / 1191	contig00033 len=19987 cov=9.1 corr=0 origname=NODE_33_length_19987_cov_9.109209_pilon sw=shovill-spades/1.0.9 date=20210127	8486..9676	GU299793	SRR7304399
O_type	wzy	O18ac	100.0	1146 / 1146	contig00033 len=19987 cov=9.1 corr=0 origname=NODE_33_length_19987_cov_9.109209_pilon sw=shovill-spades/1.0.9 date=20210127	8486..9631	AB811603	SRR7304399
O_type	wzx	O18ac	100.0	1248 / 1248	contig00033 len=19987 cov=9.1 corr=0 origname=NODE_33_length_19987_cov_9.109209_pilon sw=shovill-spades/1.0.9 date=20210127	9733..10980	GU299793	SRR7304399
H_type	fliC	H31	100.0	1668 / 1668	contig00018 len=85760 cov=24.6 corr=0 origname=NODE_18_length_85760_cov_24.625109_pilon sw=shovill-spades/1.0.9 date=20210127	43121..44788	CP000247	SRR8062190
O_type	wzx	O83	100.0	1443 / 1443	contig00006 len=231748 cov=26.4 corr=0 origname=NODE_6_length_231748_cov_26.433985_pilon sw=shovill-spades/1.0.9 date=20210127	229399..230841	AB812035	SRR8062190
H_type	fliC	H31	100.0	1668 / 1668	contig00003 len=436387 cov=15.1 corr=0 origname=NODE_3_length_436387_cov_15.094867_pilon sw=shovill-spades/1.0.9 date=20210127	182006..183673	CP000247	SRR8099021
O_type	wzx	O4	100.0	1239 / 1239	contig00036 len=7300 cov=13.3 corr=0 origname=NODE_36_length_7300_cov_13.287662_pilon sw=shovill-spades/1.0.9 date=20210127	2656..3894	AY568960	SRR8099021
O_type	wzy	O4	100.0	1188 / 1188	contig00036 len=7300 cov=13.3 corr=0 origname=NODE_36_length_7300_cov_13.287662_pilon sw=shovill-spades/1.0.9 date=20210127	573..1760	AY568960	SRR8099021
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1093286 cov=22.4 corr=0 origname=NODE_1_length_1093286_cov_22.425629_pilon sw=shovill-spades/1.0.9 date=20210126	750655..752322	CP000247	SRR6724063
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1093286 cov=22.4 corr=0 origname=NODE_1_length_1093286_cov_22.425629_pilon sw=shovill-spades/1.0.9 date=20210126	581837..583279	AB812035	SRR6724063
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=590744 cov=24.7 corr=0 origname=NODE_1_length_590744_cov_24.722386_pilon sw=shovill-spades/1.0.9 date=20210126	181969..183636	CP000247	F02
O_type	wzx	O4	99.92	1239 / 1239	contig00003 len=446233 cov=26.6 corr=0 origname=NODE_3_length_446233_cov_26.623249_pilon sw=shovill-spades/1.0.9 date=20210126	432501..433739	AY568960	F02
O_type	wzy	O4	100.0	1188 / 1188	contig00003 len=446233 cov=26.6 corr=0 origname=NODE_3_length_446233_cov_26.623249_pilon sw=shovill-spades/1.0.9 date=20210126	434635..435822	AY568960	F02
H_type	fliC	H28	100.0	1740 / 1740	contig00003 len=505140 cov=24.0 corr=0 origname=NODE_3_length_505140_cov_24.047631_pilon sw=shovill-spades/1.0.9 date=20210126	404496..406235	AAJT02000052	U04
O_type	wzx	O21	100.0	1236 / 1236	contig00004 len=434494 cov=26.5 corr=0 origname=NODE_4_length_434494_cov_26.545892_pilon sw=shovill-spades/1.0.9 date=20210126	430450..431685	EU694098	U04
H_type	fliC	H31	100.0	1668 / 1668	contig00004 len=611701 cov=25.7 corr=0 origname=NODE_4_length_611701_cov_25.668907_pilon sw=shovill-spades/1.0.9 date=20210127	427993..429660	CP000247	SRR12744031
O_type	wzx	O4	99.92	1239 / 1239	contig00003 len=633818 cov=26.0 corr=0 origname=NODE_3_length_633818_cov_25.953363_pilon sw=shovill-spades/1.0.9 date=20210127	620197..621435	AY568960	SRR12744031
O_type	wzy	O4	100.0	1188 / 1188	contig00003 len=633818 cov=26.0 corr=0 origname=NODE_3_length_633818_cov_25.953363_pilon sw=shovill-spades/1.0.9 date=20210127	622331..623518	AY568960	SRR12744031
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=827660 cov=19.7 corr=0 origname=NODE_2_length_827660_cov_19.713795_pilon sw=shovill-spades/1.0.9 date=20210127	431566..433233	CP000247	SD_3_C4
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=827660 cov=19.7 corr=0 origname=NODE_2_length_827660_cov_19.713795_pilon sw=shovill-spades/1.0.9 date=20210127	600647..602089	AB812035	SD_3_C4
O_type	wzy	O83	100.0	1236 / 1236	contig00002 len=827660 cov=19.7 corr=0 origname=NODE_2_length_827660_cov_19.713795_pilon sw=shovill-spades/1.0.9 date=20210127	599415..600650	AB812035	SD_3_C4
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=508037 cov=27.2 corr=0 origname=NODE_2_length_508037_cov_27.165961_pilon sw=shovill-spades/1.0.9 date=20210127	70276..71943	CP000247	MVC266
O_type	wzx	O88	100.0	1458 / 1458	contig00003 len=469675 cov=27.5 corr=0 origname=NODE_3_length_469675_cov_27.464835_pilon sw=shovill-spades/1.0.9 date=20210127	435434..436891	AB812037	MVC266
O_type	wzy	O88	100.0	1275 / 1275	contig00003 len=469675 cov=27.5 corr=0 origname=NODE_3_length_469675_cov_27.464835_pilon sw=shovill-spades/1.0.9 date=20210127	437820..439094	AB812037	MVC266
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=611372 cov=33.7 corr=0 origname=NODE_1_length_611372_cov_33.654251_pilon sw=shovill-spades/1.0.9 date=20210125	181935..183602	CP000247	SRR11668382
O_type	wzx	O4	99.92	1239 / 1239	contig00004 len=409042 cov=33.4 corr=0 origname=NODE_4_length_409042_cov_33.441580_pilon sw=shovill-spades/1.0.9 date=20210125	12451..13689	AY568960	SRR11668382
O_type	wzy	O4	100.0	1188 / 1188	contig00004 len=409042 cov=33.4 corr=0 origname=NODE_4_length_409042_cov_33.441580_pilon sw=shovill-spades/1.0.9 date=20210125	10368..11555	AY568960	SRR11668382
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=462071 cov=17.6 corr=0 origname=NODE_2_length_462071_cov_17.627416_pilon sw=shovill-spades/1.0.9 date=20210127	427993..429660	CP000247	SRR10095182
O_type	wzx	O4	100.0	1239 / 1239	contig00003 len=395750 cov=19.7 corr=0 origname=NODE_3_length_395750_cov_19.747821_pilon sw=shovill-spades/1.0.9 date=20210127	339771..341009	AY568960	SRR10095182
O_type	wzy	O4	99.83	1188 / 1188	contig00003 len=395750 cov=19.7 corr=0 origname=NODE_3_length_395750_cov_19.747821_pilon sw=shovill-spades/1.0.9 date=20210127	341905..343090	AY568960	SRR10095182
H_type	fliC	H28	100.0	1740 / 1740	contig00003 len=576222 cov=35.1 corr=1 origname=NODE_3_length_576222_cov_35.136255_pilon sw=shovill-spades/1.0.9 date=20210127	112152..113891	AAJT02000052	SRR11029834
O_type	wzy	O117	100.0	1323 / 1323	contig00002 len=702145 cov=37.0 corr=0 origname=NODE_2_length_702145_cov_37.017991_pilon sw=shovill-spades/1.0.9 date=20210127	30186..31508	EU694096	SRR11029834
O_type	wzx	O117	100.0	1218 / 1218	contig00002 len=702145 cov=37.0 corr=0 origname=NODE_2_length_702145_cov_37.017991_pilon sw=shovill-spades/1.0.9 date=20210127	31501..32718	EU694096	SRR11029834
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=827139 cov=19.7 corr=0 origname=NODE_1_length_827139_cov_19.654776_pilon sw=shovill-spades/1.0.9 date=20210127	393907..395574	CP000247	SD_3_C5
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=827139 cov=19.7 corr=0 origname=NODE_1_length_827139_cov_19.654776_pilon sw=shovill-spades/1.0.9 date=20210127	225051..226493	AB812035	SD_3_C5
O_type	wzy	O83	100.0	1236 / 1236	contig00001 len=827139 cov=19.7 corr=0 origname=NODE_1_length_827139_cov_19.654776_pilon sw=shovill-spades/1.0.9 date=20210127	226490..227725	AB812035	SD_3_C5
H_type	fliC	H31	100.0	1668 / 1668	contig00018 len=93936 cov=20.1 corr=0 origname=NODE_18_length_93936_cov_20.124178_pilon sw=shovill-spades/1.0.9 date=20210126	19488..21155	CP000247	V17
O_type	wzx	O25	96.03	1260 / 1260	contig00002 len=396152 cov=25.9 corr=0 origname=NODE_2_length_396152_cov_25.873665_pilon sw=shovill-spades/1.0.9 date=20210126	340544..341803	GU014554	V17
O_type	wzy	O25	95.67	1063 / 1062	contig00002 len=396152 cov=25.9 corr=0 origname=NODE_2_length_396152_cov_25.873665_pilon sw=shovill-spades/1.0.9 date=20210126	343956..345018	GU014554	V17
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=611442 cov=24.6 corr=0 origname=NODE_1_length_611442_cov_24.576064_pilon sw=shovill-spades/1.0.9 date=20210127	427778..429445	CP000247	MVC660
O_type	wzx	O4	100.0	1239 / 1239	contig00004 len=402699 cov=24.8 corr=0 origname=NODE_4_length_402699_cov_24.756297_pilon sw=shovill-spades/1.0.9 date=20210127	349234..350472	AY568960	MVC660
O_type	wzy	O4	99.25	1197 / 1188	contig00004 len=402699 cov=24.8 corr=0 origname=NODE_4_length_402699_cov_24.756297_pilon sw=shovill-spades/1.0.9 date=20210127	351368..352564	AY568960	MVC660
H_type	fliC	H31	100.0	1668 / 1668	contig00044 len=31363 cov=31.3 corr=0 origname=NODE_44_length_31363_cov_31.275195_pilon sw=shovill-spades/1.0.9 date=20210127	7173..8840	CP000247	SRR12699139
O_type	wzx	O4	99.92	1228 / 1239	contig00164 len=1873 cov=8.7 corr=0 origname=NODE_164_length_1873_cov_8.657503_pilon sw=shovill-spades/1.0.9 date=20210127	1..1228	AY568960	SRR12699139
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=1020262 cov=27.0 corr=0 origname=NODE_2_length_1020262_cov_27.019636_pilon sw=shovill-spades/1.0.9 date=20210127	598254..599921	CP000247	SRR8738218
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=1020262 cov=27.0 corr=0 origname=NODE_2_length_1020262_cov_27.019636_pilon sw=shovill-spades/1.0.9 date=20210127	429427..430869	AB812035	SRR8738218
O_type	wzy	O83	100.0	1236 / 1236	contig00002 len=1020262 cov=27.0 corr=0 origname=NODE_2_length_1020262_cov_27.019636_pilon sw=shovill-spades/1.0.9 date=20210127	430866..432101	AB812035	SRR8738218
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=827467 cov=13.8 corr=0 origname=NODE_2_length_827467_cov_13.825342_pilon sw=shovill-spades/1.0.9 date=20210127	394235..395902	CP000247	SD_3_A6
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=827467 cov=13.8 corr=0 origname=NODE_2_length_827467_cov_13.825342_pilon sw=shovill-spades/1.0.9 date=20210127	225379..226821	AB812035	SD_3_A6
O_type	wzy	O83	100.0	1236 / 1236	contig00002 len=827467 cov=13.8 corr=0 origname=NODE_2_length_827467_cov_13.825342_pilon sw=shovill-spades/1.0.9 date=20210127	226818..228053	AB812035	SD_3_A6
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=595753 cov=26.9 corr=0 origname=NODE_2_length_595753_cov_26.949372_pilon sw=shovill-spades/1.0.9 date=20210126	409395..411062	CP000247	MVC31
O_type	wzy	O6	100.0	1344 / 1344	contig00020 len=43163 cov=27.2 corr=0 origname=NODE_20_length_43163_cov_27.189771_pilon sw=shovill-spades/1.0.9 date=20210126	31325..32668	AJ426423	MVC31
H_type	fliC	H31	100.0	1668 / 1668	contig00018 len=81048 cov=34.8 corr=0 origname=NODE_18_length_81048_cov_34.837706_pilon sw=shovill-spades/1.0.9 date=20210126	21204..22871	CP000247	SRR7799230
O_type	wzx	O83	100.0	1361 / 1443	contig00002 len=583406 cov=42.1 corr=0 origname=NODE_2_length_583406_cov_42.050010_pilon sw=shovill-spades/1.0.9 date=20210126	1..1361	AB812035	SRR7799230
O_type	wzy	O83	99.83	1155 / 1236	contig00046 len=2902 cov=3.2 corr=2 origname=NODE_46_length_2902_cov_3.242523_pilon sw=shovill-spades/1.0.9 date=20210126	1748..2902	AB812035	SRR7799230
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=607933 cov=14.9 corr=0 origname=NODE_1_length_607933_cov_14.925893_pilon sw=shovill-spades/1.0.9 date=20210127	184582..186249	CP000247	SRR3578293
O_type	wzy	O6	100.0	1344 / 1344	contig00034 len=15430 cov=14.3 corr=0 origname=NODE_34_length_15430_cov_14.258480_pilon sw=shovill-spades/1.0.9 date=20210127	7138..8481	AJ426423	SRR3578293
H_type	fliC	H31	100.0	1668 / 1668	contig00009 len=185670 cov=22.3 corr=0 origname=NODE_9_length_185670_cov_22.318498_pilon sw=shovill-spades/1.0.9 date=20210127	19603..21270	CP000247	SRR12744016
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=586380 cov=24.2 corr=0 origname=NODE_2_length_586380_cov_24.226793_pilon sw=shovill-spades/1.0.9 date=20210127	582162..583604	AB812035	SRR12744016
H_type	fliC	H31	100.0	1668 / 1668	contig00020 len=75952 cov=21.2 corr=0 origname=NODE_20_length_75952_cov_21.236376_pilon sw=shovill-spades/1.0.9 date=20210126	32409..34076	CP000247	SRR10126812
O_type	wzx	O45	100.0	1263 / 1263	contig00002 len=505658 cov=25.5 corr=0 origname=NODE_2_length_505658_cov_25.467051_pilon sw=shovill-spades/1.0.9 date=20210126	484137..485399	CU463050	SRR10126812
O_type	wzy	O45	100.0	1092 / 1092	contig00002 len=505658 cov=25.5 corr=0 origname=NODE_2_length_505658_cov_25.467051_pilon sw=shovill-spades/1.0.9 date=20210126	486356..487447	CU463050	SRR10126812
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=621812 cov=26.0 corr=0 origname=NODE_1_length_621812_cov_25.975689_pilon sw=shovill-spades/1.0.9 date=20210126	427976..429643	CP000247	MVC745
O_type	wzx	O4	100.0	1239 / 1239	contig00001 len=621812 cov=26.0 corr=0 origname=NODE_1_length_621812_cov_25.975689_pilon sw=shovill-spades/1.0.9 date=20210126	601635..602873	AY568960	MVC745
O_type	wzy	O4	100.0	1188 / 1188	contig00001 len=621812 cov=26.0 corr=0 origname=NODE_1_length_621812_cov_25.975689_pilon sw=shovill-spades/1.0.9 date=20210126	599552..600739	AY568960	MVC745
H_type	fliC	H14	96.79	1653 / 1653	contig00001 len=470337 cov=27.0 corr=0 origname=NODE_1_length_470337_cov_27.035411_pilon sw=shovill-spades/1.0.9 date=20210127	361265..362917	AY249998	MVC542
O_type	wzx	O21	99.92	1236 / 1236	contig00002 len=462556 cov=27.5 corr=0 origname=NODE_2_length_462556_cov_27.543518_pilon sw=shovill-spades/1.0.9 date=20210127	430234..431469	EU694098	MVC542
O_type	wzy	O21	100.0	1083 / 1083	contig00002 len=462556 cov=27.5 corr=0 origname=NODE_2_length_462556_cov_27.543518_pilon sw=shovill-spades/1.0.9 date=20210127	433758..434840	EU694098	MVC542
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=984642 cov=19.0 corr=0 origname=NODE_2_length_984642_cov_19.018010_pilon sw=shovill-spades/1.0.9 date=20210127	598084..599751	CP000247	MVC682
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=984642 cov=19.0 corr=0 origname=NODE_2_length_984642_cov_19.018010_pilon sw=shovill-spades/1.0.9 date=20210127	429258..430700	AB812035	MVC682
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=656551 cov=22.9 corr=0 origname=NODE_1_length_656551_cov_22.923687_pilon sw=shovill-spades/1.0.9 date=20210127	104983..106650	CP000247	SRR7788220
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=656551 cov=22.9 corr=0 origname=NODE_1_length_656551_cov_22.923687_pilon sw=shovill-spades/1.0.9 date=20210127	273988..275430	AB812035	SRR7788220
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=410814 cov=40.9 corr=0 origname=NODE_1_length_410814_cov_40.939742_pilon sw=shovill-spades/1.0.9 date=20210126	361433..363100	CP000247	SRR8258291
O_type	wzx	O83	100.0	1443 / 1443	contig00003 len=338850 cov=47.1 corr=0 origname=NODE_3_length_338850_cov_47.127582_pilon sw=shovill-spades/1.0.9 date=20210126	337396..338838	AB812035	SRR8258291
H_type	fliC	H31	100.0	1668 / 1668	contig00027 len=67395 cov=16.0 corr=0 origname=NODE_27_length_67395_cov_16.035513_pilon sw=shovill-spades/1.0.9 date=20210127	21123..22790	CP000247	SRR5017547
O_type	wzy	O18	100.0	1191 / 1191	contig00058 len=9683 cov=12.4 corr=0 origname=NODE_58_length_9683_cov_12.449875_pilon sw=shovill-spades/1.0.9 date=20210127	9..1199	GU299793	SRR5017547
O_type	wzy	O18ac	100.0	1146 / 1146	contig00058 len=9683 cov=12.4 corr=0 origname=NODE_58_length_9683_cov_12.449875_pilon sw=shovill-spades/1.0.9 date=20210127	54..1199	AB811603	SRR5017547
